| time  | reset |ARegis|DRegis|      PC[]       |
| 0     |   0   | 0000 | 0000 | 000000000000000 |
| 1     |   0   | 0010 | 0000 | 000000000000001 |
| 2     |   0   | 0010 | 0000 | 000000000000010 |
| 3     |   0   | 0011 | 0000 | 000000000000011 |
| 4     |   0   | 0011 | 0000 | 000000000000100 |
| 5     |   0   | 0011 | 0000 | 000000000000101 |
| 6     |   0   | 0011 | 0001 | 000000000000110 |
| 7     |   0   | 0064 | 0001 | 000000000000111 |
| 8     |   0   | 0064 | ff9d | 000000000001000 |
| 9     |   0   | 0012 | ff9d | 000000000001001 |
| 10    |   0   | 0012 | ff9d | 000000000001010 |
| 11    |   0   | 0011 | ff9d | 000000000001011 |
| 12    |   0   | 0011 | 0001 | 000000000001100 |
| 13    |   0   | 0010 | 0001 | 000000000001101 |
| 14    |   0   | 0010 | 0001 | 000000000001110 |
| 15    |   0   | 0011 | 0001 | 000000000001111 |
| 16    |   0   | 0011 | 0001 | 000000000010000 |
| 17    |   0   | 0004 | 0001 | 000000000010001 |
| 18    |   0   | 0004 | 0001 | 000000000000100 |
| 19    |   0   | 0011 | 0001 | 000000000000101 |
| 20    |   0   | 0011 | 0002 | 000000000000110 |
| 21    |   0   | 0064 | 0002 | 000000000000111 |
| 22    |   0   | 0064 | ff9e | 000000000001000 |
| 23    |   0   | 0012 | ff9e | 000000000001001 |
| 24    |   0   | 0012 | ff9e | 000000000001010 |
| 25    |   0   | 0011 | ff9e | 000000000001011 |
| 26    |   0   | 0011 | 0002 | 000000000001100 |
| 27    |   0   | 0010 | 0002 | 000000000001101 |
| 28    |   0   | 0010 | 0002 | 000000000001110 |
| 29    |   0   | 0011 | 0002 | 000000000001111 |
| 30    |   0   | 0011 | 0002 | 000000000010000 |
| 31    |   0   | 0004 | 0002 | 000000000010001 |
| 32    |   0   | 0004 | 0002 | 000000000000100 |
| 33    |   0   | 0011 | 0002 | 000000000000101 |
| 34    |   0   | 0011 | 0003 | 000000000000110 |
| 35    |   0   | 0064 | 0003 | 000000000000111 |
| 36    |   0   | 0064 | ff9f | 000000000001000 |
| 37    |   0   | 0012 | ff9f | 000000000001001 |
| 38    |   0   | 0012 | ff9f | 000000000001010 |
| 39    |   0   | 0011 | ff9f | 000000000001011 |
| 40    |   0   | 0011 | 0003 | 000000000001100 |
| 41    |   0   | 0010 | 0003 | 000000000001101 |
| 42    |   0   | 0010 | 0003 | 000000000001110 |
| 43    |   0   | 0011 | 0003 | 000000000001111 |
| 44    |   0   | 0011 | 0003 | 000000000010000 |
| 45    |   0   | 0004 | 0003 | 000000000010001 |
| 46    |   0   | 0004 | 0003 | 000000000000100 |
| 47    |   0   | 0011 | 0003 | 000000000000101 |
| 48    |   0   | 0011 | 0004 | 000000000000110 |
| 49    |   0   | 0064 | 0004 | 000000000000111 |
| 50    |   0   | 0064 | ffa0 | 000000000001000 |
| 51    |   0   | 0012 | ffa0 | 000000000001001 |
| 52    |   0   | 0012 | ffa0 | 000000000001010 |
| 53    |   0   | 0011 | ffa0 | 000000000001011 |
| 54    |   0   | 0011 | 0004 | 000000000001100 |
| 55    |   0   | 0010 | 0004 | 000000000001101 |
| 56    |   0   | 0010 | 0004 | 000000000001110 |
| 57    |   0   | 0011 | 0004 | 000000000001111 |
| 58    |   0   | 0011 | 0004 | 000000000010000 |
| 59    |   0   | 0004 | 0004 | 000000000010001 |
| 60    |   0   | 0004 | 0004 | 000000000000100 |
| 61    |   0   | 0011 | 0004 | 000000000000101 |
| 62    |   0   | 0011 | 0005 | 000000000000110 |
| 63    |   0   | 0064 | 0005 | 000000000000111 |
| 64    |   0   | 0064 | ffa1 | 000000000001000 |
| 65    |   0   | 0012 | ffa1 | 000000000001001 |
| 66    |   0   | 0012 | ffa1 | 000000000001010 |
| 67    |   0   | 0011 | ffa1 | 000000000001011 |
| 68    |   0   | 0011 | 0005 | 000000000001100 |
| 69    |   0   | 0010 | 0005 | 000000000001101 |
| 70    |   0   | 0010 | 0005 | 000000000001110 |
| 71    |   0   | 0011 | 0005 | 000000000001111 |
| 72    |   0   | 0011 | 0005 | 000000000010000 |
| 73    |   0   | 0004 | 0005 | 000000000010001 |
| 74    |   0   | 0004 | 0005 | 000000000000100 |
| 75    |   0   | 0011 | 0005 | 000000000000101 |
| 76    |   0   | 0011 | 0006 | 000000000000110 |
| 77    |   0   | 0064 | 0006 | 000000000000111 |
| 78    |   0   | 0064 | ffa2 | 000000000001000 |
| 79    |   0   | 0012 | ffa2 | 000000000001001 |
| 80    |   0   | 0012 | ffa2 | 000000000001010 |
| 81    |   0   | 0011 | ffa2 | 000000000001011 |
| 82    |   0   | 0011 | 0006 | 000000000001100 |
| 83    |   0   | 0010 | 0006 | 000000000001101 |
| 84    |   0   | 0010 | 0006 | 000000000001110 |
| 85    |   0   | 0011 | 0006 | 000000000001111 |
| 86    |   0   | 0011 | 0006 | 000000000010000 |
| 87    |   0   | 0004 | 0006 | 000000000010001 |
| 88    |   0   | 0004 | 0006 | 000000000000100 |
| 89    |   0   | 0011 | 0006 | 000000000000101 |
| 90    |   0   | 0011 | 0007 | 000000000000110 |
| 91    |   0   | 0064 | 0007 | 000000000000111 |
| 92    |   0   | 0064 | ffa3 | 000000000001000 |
| 93    |   0   | 0012 | ffa3 | 000000000001001 |
| 94    |   0   | 0012 | ffa3 | 000000000001010 |
| 95    |   0   | 0011 | ffa3 | 000000000001011 |
| 96    |   0   | 0011 | 0007 | 000000000001100 |
| 97    |   0   | 0010 | 0007 | 000000000001101 |
| 98    |   0   | 0010 | 0007 | 000000000001110 |
| 99    |   0   | 0011 | 0007 | 000000000001111 |
| 100   |   0   | 0011 | 0007 | 000000000010000 |
| 101   |   0   | 0004 | 0007 | 000000000010001 |
| 102   |   0   | 0004 | 0007 | 000000000000100 |
| 103   |   0   | 0011 | 0007 | 000000000000101 |
| 104   |   0   | 0011 | 0008 | 000000000000110 |
| 105   |   0   | 0064 | 0008 | 000000000000111 |
| 106   |   0   | 0064 | ffa4 | 000000000001000 |
| 107   |   0   | 0012 | ffa4 | 000000000001001 |
| 108   |   0   | 0012 | ffa4 | 000000000001010 |
| 109   |   0   | 0011 | ffa4 | 000000000001011 |
| 110   |   0   | 0011 | 0008 | 000000000001100 |
| 111   |   0   | 0010 | 0008 | 000000000001101 |
| 112   |   0   | 0010 | 0008 | 000000000001110 |
| 113   |   0   | 0011 | 0008 | 000000000001111 |
| 114   |   0   | 0011 | 0008 | 000000000010000 |
| 115   |   0   | 0004 | 0008 | 000000000010001 |
| 116   |   0   | 0004 | 0008 | 000000000000100 |
| 117   |   0   | 0011 | 0008 | 000000000000101 |
| 118   |   0   | 0011 | 0009 | 000000000000110 |
| 119   |   0   | 0064 | 0009 | 000000000000111 |
| 120   |   0   | 0064 | ffa5 | 000000000001000 |
| 121   |   0   | 0012 | ffa5 | 000000000001001 |
| 122   |   0   | 0012 | ffa5 | 000000000001010 |
| 123   |   0   | 0011 | ffa5 | 000000000001011 |
| 124   |   0   | 0011 | 0009 | 000000000001100 |
| 125   |   0   | 0010 | 0009 | 000000000001101 |
| 126   |   0   | 0010 | 0009 | 000000000001110 |
| 127   |   0   | 0011 | 0009 | 000000000001111 |
| 128   |   0   | 0011 | 0009 | 000000000010000 |
| 129   |   0   | 0004 | 0009 | 000000000010001 |
| 130   |   0   | 0004 | 0009 | 000000000000100 |
| 131   |   0   | 0011 | 0009 | 000000000000101 |
| 132   |   0   | 0011 | 000a | 000000000000110 |
| 133   |   0   | 0064 | 000a | 000000000000111 |
| 134   |   0   | 0064 | ffa6 | 000000000001000 |
| 135   |   0   | 0012 | ffa6 | 000000000001001 |
| 136   |   0   | 0012 | ffa6 | 000000000001010 |
| 137   |   0   | 0011 | ffa6 | 000000000001011 |
| 138   |   0   | 0011 | 000a | 000000000001100 |
| 139   |   0   | 0010 | 000a | 000000000001101 |
| 140   |   0   | 0010 | 000a | 000000000001110 |
| 141   |   0   | 0011 | 000a | 000000000001111 |
| 142   |   0   | 0011 | 000a | 000000000010000 |
| 143   |   0   | 0004 | 000a | 000000000010001 |
| 144   |   0   | 0004 | 000a | 000000000000100 |
| 145   |   0   | 0011 | 000a | 000000000000101 |
| 146   |   0   | 0011 | 000b | 000000000000110 |
| 147   |   0   | 0064 | 000b | 000000000000111 |
| 148   |   0   | 0064 | ffa7 | 000000000001000 |
| 149   |   0   | 0012 | ffa7 | 000000000001001 |
| 150   |   0   | 0012 | ffa7 | 000000000001010 |
| 151   |   0   | 0011 | ffa7 | 000000000001011 |
| 152   |   0   | 0011 | 000b | 000000000001100 |
| 153   |   0   | 0010 | 000b | 000000000001101 |
| 154   |   0   | 0010 | 000b | 000000000001110 |
| 155   |   0   | 0011 | 000b | 000000000001111 |
| 156   |   0   | 0011 | 000b | 000000000010000 |
| 157   |   0   | 0004 | 000b | 000000000010001 |
| 158   |   0   | 0004 | 000b | 000000000000100 |
| 159   |   0   | 0011 | 000b | 000000000000101 |
| 160   |   0   | 0011 | 000c | 000000000000110 |
| 161   |   0   | 0064 | 000c | 000000000000111 |
| 162   |   0   | 0064 | ffa8 | 000000000001000 |
| 163   |   0   | 0012 | ffa8 | 000000000001001 |
| 164   |   0   | 0012 | ffa8 | 000000000001010 |
| 165   |   0   | 0011 | ffa8 | 000000000001011 |
| 166   |   0   | 0011 | 000c | 000000000001100 |
| 167   |   0   | 0010 | 000c | 000000000001101 |
| 168   |   0   | 0010 | 000c | 000000000001110 |
| 169   |   0   | 0011 | 000c | 000000000001111 |
| 170   |   0   | 0011 | 000c | 000000000010000 |
| 171   |   0   | 0004 | 000c | 000000000010001 |
| 172   |   0   | 0004 | 000c | 000000000000100 |
| 173   |   0   | 0011 | 000c | 000000000000101 |
| 174   |   0   | 0011 | 000d | 000000000000110 |
| 175   |   0   | 0064 | 000d | 000000000000111 |
| 176   |   0   | 0064 | ffa9 | 000000000001000 |
| 177   |   0   | 0012 | ffa9 | 000000000001001 |
| 178   |   0   | 0012 | ffa9 | 000000000001010 |
| 179   |   0   | 0011 | ffa9 | 000000000001011 |
| 180   |   0   | 0011 | 000d | 000000000001100 |
| 181   |   0   | 0010 | 000d | 000000000001101 |
| 182   |   0   | 0010 | 000d | 000000000001110 |
| 183   |   0   | 0011 | 000d | 000000000001111 |
| 184   |   0   | 0011 | 000d | 000000000010000 |
| 185   |   0   | 0004 | 000d | 000000000010001 |
| 186   |   0   | 0004 | 000d | 000000000000100 |
| 187   |   0   | 0011 | 000d | 000000000000101 |
| 188   |   0   | 0011 | 000e | 000000000000110 |
| 189   |   0   | 0064 | 000e | 000000000000111 |
| 190   |   0   | 0064 | ffaa | 000000000001000 |
| 191   |   0   | 0012 | ffaa | 000000000001001 |
| 192   |   0   | 0012 | ffaa | 000000000001010 |
| 193   |   0   | 0011 | ffaa | 000000000001011 |
| 194   |   0   | 0011 | 000e | 000000000001100 |
| 195   |   0   | 0010 | 000e | 000000000001101 |
| 196   |   0   | 0010 | 000e | 000000000001110 |
| 197   |   0   | 0011 | 000e | 000000000001111 |
| 198   |   0   | 0011 | 000e | 000000000010000 |
| 199   |   0   | 0004 | 000e | 000000000010001 |
| 200   |   0   | 0004 | 000e | 000000000000100 |
| 201   |   0   | 0011 | 000e | 000000000000101 |
| 202   |   0   | 0011 | 000f | 000000000000110 |
| 203   |   0   | 0064 | 000f | 000000000000111 |
| 204   |   0   | 0064 | ffab | 000000000001000 |
| 205   |   0   | 0012 | ffab | 000000000001001 |
| 206   |   0   | 0012 | ffab | 000000000001010 |
| 207   |   0   | 0011 | ffab | 000000000001011 |
| 208   |   0   | 0011 | 000f | 000000000001100 |
| 209   |   0   | 0010 | 000f | 000000000001101 |
| 210   |   0   | 0010 | 000f | 000000000001110 |
| 211   |   0   | 0011 | 000f | 000000000001111 |
| 212   |   0   | 0011 | 000f | 000000000010000 |
| 213   |   0   | 0004 | 000f | 000000000010001 |
| 214   |   0   | 0004 | 000f | 000000000000100 |
| 215   |   0   | 0011 | 000f | 000000000000101 |
| 216   |   0   | 0011 | 0010 | 000000000000110 |
| 217   |   0   | 0064 | 0010 | 000000000000111 |
| 218   |   0   | 0064 | ffac | 000000000001000 |
| 219   |   0   | 0012 | ffac | 000000000001001 |
| 220   |   0   | 0012 | ffac | 000000000001010 |
| 221   |   0   | 0011 | ffac | 000000000001011 |
| 222   |   0   | 0011 | 0010 | 000000000001100 |
| 223   |   0   | 0010 | 0010 | 000000000001101 |
| 224   |   0   | 0010 | 0010 | 000000000001110 |
| 225   |   0   | 0011 | 0010 | 000000000001111 |
| 226   |   0   | 0011 | 0010 | 000000000010000 |
| 227   |   0   | 0004 | 0010 | 000000000010001 |
| 228   |   0   | 0004 | 0010 | 000000000000100 |
| 229   |   0   | 0011 | 0010 | 000000000000101 |
| 230   |   0   | 0011 | 0011 | 000000000000110 |
| 231   |   0   | 0064 | 0011 | 000000000000111 |
| 232   |   0   | 0064 | ffad | 000000000001000 |
| 233   |   0   | 0012 | ffad | 000000000001001 |
| 234   |   0   | 0012 | ffad | 000000000001010 |
| 235   |   0   | 0011 | ffad | 000000000001011 |
| 236   |   0   | 0011 | 0011 | 000000000001100 |
| 237   |   0   | 0010 | 0011 | 000000000001101 |
| 238   |   0   | 0010 | 0011 | 000000000001110 |
| 239   |   0   | 0011 | 0011 | 000000000001111 |
| 240   |   0   | 0011 | 0011 | 000000000010000 |
| 241   |   0   | 0004 | 0011 | 000000000010001 |
| 242   |   0   | 0004 | 0011 | 000000000000100 |
| 243   |   0   | 0011 | 0011 | 000000000000101 |
| 244   |   0   | 0011 | 0012 | 000000000000110 |
| 245   |   0   | 0064 | 0012 | 000000000000111 |
| 246   |   0   | 0064 | ffae | 000000000001000 |
| 247   |   0   | 0012 | ffae | 000000000001001 |
| 248   |   0   | 0012 | ffae | 000000000001010 |
| 249   |   0   | 0011 | ffae | 000000000001011 |
| 250   |   0   | 0011 | 0012 | 000000000001100 |
| 251   |   0   | 0010 | 0012 | 000000000001101 |
| 252   |   0   | 0010 | 0012 | 000000000001110 |
| 253   |   0   | 0011 | 0012 | 000000000001111 |
| 254   |   0   | 0011 | 0012 | 000000000010000 |
| 255   |   0   | 0004 | 0012 | 000000000010001 |
| 256   |   0   | 0004 | 0012 | 000000000000100 |
| 257   |   0   | 0011 | 0012 | 000000000000101 |
| 258   |   0   | 0011 | 0013 | 000000000000110 |
| 259   |   0   | 0064 | 0013 | 000000000000111 |
| 260   |   0   | 0064 | ffaf | 000000000001000 |
| 261   |   0   | 0012 | ffaf | 000000000001001 |
| 262   |   0   | 0012 | ffaf | 000000000001010 |
| 263   |   0   | 0011 | ffaf | 000000000001011 |
| 264   |   0   | 0011 | 0013 | 000000000001100 |
| 265   |   0   | 0010 | 0013 | 000000000001101 |
| 266   |   0   | 0010 | 0013 | 000000000001110 |
| 267   |   0   | 0011 | 0013 | 000000000001111 |
| 268   |   0   | 0011 | 0013 | 000000000010000 |
| 269   |   0   | 0004 | 0013 | 000000000010001 |
| 270   |   0   | 0004 | 0013 | 000000000000100 |
| 271   |   0   | 0011 | 0013 | 000000000000101 |
| 272   |   0   | 0011 | 0014 | 000000000000110 |
| 273   |   0   | 0064 | 0014 | 000000000000111 |
| 274   |   0   | 0064 | ffb0 | 000000000001000 |
| 275   |   0   | 0012 | ffb0 | 000000000001001 |
| 276   |   0   | 0012 | ffb0 | 000000000001010 |
| 277   |   0   | 0011 | ffb0 | 000000000001011 |
| 278   |   0   | 0011 | 0014 | 000000000001100 |
| 279   |   0   | 0010 | 0014 | 000000000001101 |
| 280   |   0   | 0010 | 0014 | 000000000001110 |
| 281   |   0   | 0011 | 0014 | 000000000001111 |
| 282   |   0   | 0011 | 0014 | 000000000010000 |
| 283   |   0   | 0004 | 0014 | 000000000010001 |
| 284   |   0   | 0004 | 0014 | 000000000000100 |
| 285   |   0   | 0011 | 0014 | 000000000000101 |
| 286   |   0   | 0011 | 0015 | 000000000000110 |
| 287   |   0   | 0064 | 0015 | 000000000000111 |
| 288   |   0   | 0064 | ffb1 | 000000000001000 |
| 289   |   0   | 0012 | ffb1 | 000000000001001 |
| 290   |   0   | 0012 | ffb1 | 000000000001010 |
| 291   |   0   | 0011 | ffb1 | 000000000001011 |
| 292   |   0   | 0011 | 0015 | 000000000001100 |
| 293   |   0   | 0010 | 0015 | 000000000001101 |
| 294   |   0   | 0010 | 0015 | 000000000001110 |
| 295   |   0   | 0011 | 0015 | 000000000001111 |
| 296   |   0   | 0011 | 0015 | 000000000010000 |
| 297   |   0   | 0004 | 0015 | 000000000010001 |
| 298   |   0   | 0004 | 0015 | 000000000000100 |
| 299   |   0   | 0011 | 0015 | 000000000000101 |
| 300   |   0   | 0011 | 0016 | 000000000000110 |
| 301   |   0   | 0064 | 0016 | 000000000000111 |
| 302   |   0   | 0064 | ffb2 | 000000000001000 |
| 303   |   0   | 0012 | ffb2 | 000000000001001 |
| 304   |   0   | 0012 | ffb2 | 000000000001010 |
| 305   |   0   | 0011 | ffb2 | 000000000001011 |
| 306   |   0   | 0011 | 0016 | 000000000001100 |
| 307   |   0   | 0010 | 0016 | 000000000001101 |
| 308   |   0   | 0010 | 0016 | 000000000001110 |
| 309   |   0   | 0011 | 0016 | 000000000001111 |
| 310   |   0   | 0011 | 0016 | 000000000010000 |
| 311   |   0   | 0004 | 0016 | 000000000010001 |
| 312   |   0   | 0004 | 0016 | 000000000000100 |
| 313   |   0   | 0011 | 0016 | 000000000000101 |
| 314   |   0   | 0011 | 0017 | 000000000000110 |
| 315   |   0   | 0064 | 0017 | 000000000000111 |
| 316   |   0   | 0064 | ffb3 | 000000000001000 |
| 317   |   0   | 0012 | ffb3 | 000000000001001 |
| 318   |   0   | 0012 | ffb3 | 000000000001010 |
| 319   |   0   | 0011 | ffb3 | 000000000001011 |
| 320   |   0   | 0011 | 0017 | 000000000001100 |
| 321   |   0   | 0010 | 0017 | 000000000001101 |
| 322   |   0   | 0010 | 0017 | 000000000001110 |
| 323   |   0   | 0011 | 0017 | 000000000001111 |
| 324   |   0   | 0011 | 0017 | 000000000010000 |
| 325   |   0   | 0004 | 0017 | 000000000010001 |
| 326   |   0   | 0004 | 0017 | 000000000000100 |
| 327   |   0   | 0011 | 0017 | 000000000000101 |
| 328   |   0   | 0011 | 0018 | 000000000000110 |
| 329   |   0   | 0064 | 0018 | 000000000000111 |
| 330   |   0   | 0064 | ffb4 | 000000000001000 |
| 331   |   0   | 0012 | ffb4 | 000000000001001 |
| 332   |   0   | 0012 | ffb4 | 000000000001010 |
| 333   |   0   | 0011 | ffb4 | 000000000001011 |
| 334   |   0   | 0011 | 0018 | 000000000001100 |
| 335   |   0   | 0010 | 0018 | 000000000001101 |
| 336   |   0   | 0010 | 0018 | 000000000001110 |
| 337   |   0   | 0011 | 0018 | 000000000001111 |
| 338   |   0   | 0011 | 0018 | 000000000010000 |
| 339   |   0   | 0004 | 0018 | 000000000010001 |
| 340   |   0   | 0004 | 0018 | 000000000000100 |
| 341   |   0   | 0011 | 0018 | 000000000000101 |
| 342   |   0   | 0011 | 0019 | 000000000000110 |
| 343   |   0   | 0064 | 0019 | 000000000000111 |
| 344   |   0   | 0064 | ffb5 | 000000000001000 |
| 345   |   0   | 0012 | ffb5 | 000000000001001 |
| 346   |   0   | 0012 | ffb5 | 000000000001010 |
| 347   |   0   | 0011 | ffb5 | 000000000001011 |
| 348   |   0   | 0011 | 0019 | 000000000001100 |
| 349   |   0   | 0010 | 0019 | 000000000001101 |
| 350   |   0   | 0010 | 0019 | 000000000001110 |
| 351   |   0   | 0011 | 0019 | 000000000001111 |
| 352   |   0   | 0011 | 0019 | 000000000010000 |
| 353   |   0   | 0004 | 0019 | 000000000010001 |
| 354   |   0   | 0004 | 0019 | 000000000000100 |
| 355   |   0   | 0011 | 0019 | 000000000000101 |
| 356   |   0   | 0011 | 001a | 000000000000110 |
| 357   |   0   | 0064 | 001a | 000000000000111 |
| 358   |   0   | 0064 | ffb6 | 000000000001000 |
| 359   |   0   | 0012 | ffb6 | 000000000001001 |
| 360   |   0   | 0012 | ffb6 | 000000000001010 |
| 361   |   0   | 0011 | ffb6 | 000000000001011 |
| 362   |   0   | 0011 | 001a | 000000000001100 |
| 363   |   0   | 0010 | 001a | 000000000001101 |
| 364   |   0   | 0010 | 001a | 000000000001110 |
| 365   |   0   | 0011 | 001a | 000000000001111 |
| 366   |   0   | 0011 | 001a | 000000000010000 |
| 367   |   0   | 0004 | 001a | 000000000010001 |
| 368   |   0   | 0004 | 001a | 000000000000100 |
| 369   |   0   | 0011 | 001a | 000000000000101 |
| 370   |   0   | 0011 | 001b | 000000000000110 |
| 371   |   0   | 0064 | 001b | 000000000000111 |
| 372   |   0   | 0064 | ffb7 | 000000000001000 |
| 373   |   0   | 0012 | ffb7 | 000000000001001 |
| 374   |   0   | 0012 | ffb7 | 000000000001010 |
| 375   |   0   | 0011 | ffb7 | 000000000001011 |
| 376   |   0   | 0011 | 001b | 000000000001100 |
| 377   |   0   | 0010 | 001b | 000000000001101 |
| 378   |   0   | 0010 | 001b | 000000000001110 |
| 379   |   0   | 0011 | 001b | 000000000001111 |
| 380   |   0   | 0011 | 001b | 000000000010000 |
| 381   |   0   | 0004 | 001b | 000000000010001 |
| 382   |   0   | 0004 | 001b | 000000000000100 |
| 383   |   0   | 0011 | 001b | 000000000000101 |
| 384   |   0   | 0011 | 001c | 000000000000110 |
| 385   |   0   | 0064 | 001c | 000000000000111 |
| 386   |   0   | 0064 | ffb8 | 000000000001000 |
| 387   |   0   | 0012 | ffb8 | 000000000001001 |
| 388   |   0   | 0012 | ffb8 | 000000000001010 |
| 389   |   0   | 0011 | ffb8 | 000000000001011 |
| 390   |   0   | 0011 | 001c | 000000000001100 |
| 391   |   0   | 0010 | 001c | 000000000001101 |
| 392   |   0   | 0010 | 001c | 000000000001110 |
| 393   |   0   | 0011 | 001c | 000000000001111 |
| 394   |   0   | 0011 | 001c | 000000000010000 |
| 395   |   0   | 0004 | 001c | 000000000010001 |
| 396   |   0   | 0004 | 001c | 000000000000100 |
| 397   |   0   | 0011 | 001c | 000000000000101 |
| 398   |   0   | 0011 | 001d | 000000000000110 |
| 399   |   0   | 0064 | 001d | 000000000000111 |
| 400   |   0   | 0064 | ffb9 | 000000000001000 |
| 401   |   0   | 0012 | ffb9 | 000000000001001 |
| 402   |   0   | 0012 | ffb9 | 000000000001010 |
| 403   |   0   | 0011 | ffb9 | 000000000001011 |
| 404   |   0   | 0011 | 001d | 000000000001100 |
| 405   |   0   | 0010 | 001d | 000000000001101 |
| 406   |   0   | 0010 | 001d | 000000000001110 |
| 407   |   0   | 0011 | 001d | 000000000001111 |
| 408   |   0   | 0011 | 001d | 000000000010000 |
| 409   |   0   | 0004 | 001d | 000000000010001 |
| 410   |   0   | 0004 | 001d | 000000000000100 |
| 411   |   0   | 0011 | 001d | 000000000000101 |
| 412   |   0   | 0011 | 001e | 000000000000110 |
| 413   |   0   | 0064 | 001e | 000000000000111 |
| 414   |   0   | 0064 | ffba | 000000000001000 |
| 415   |   0   | 0012 | ffba | 000000000001001 |
| 416   |   0   | 0012 | ffba | 000000000001010 |
| 417   |   0   | 0011 | ffba | 000000000001011 |
| 418   |   0   | 0011 | 001e | 000000000001100 |
| 419   |   0   | 0010 | 001e | 000000000001101 |
| 420   |   0   | 0010 | 001e | 000000000001110 |
| 421   |   0   | 0011 | 001e | 000000000001111 |
| 422   |   0   | 0011 | 001e | 000000000010000 |
| 423   |   0   | 0004 | 001e | 000000000010001 |
| 424   |   0   | 0004 | 001e | 000000000000100 |
| 425   |   0   | 0011 | 001e | 000000000000101 |
| 426   |   0   | 0011 | 001f | 000000000000110 |
| 427   |   0   | 0064 | 001f | 000000000000111 |
| 428   |   0   | 0064 | ffbb | 000000000001000 |
| 429   |   0   | 0012 | ffbb | 000000000001001 |
| 430   |   0   | 0012 | ffbb | 000000000001010 |
| 431   |   0   | 0011 | ffbb | 000000000001011 |
| 432   |   0   | 0011 | 001f | 000000000001100 |
| 433   |   0   | 0010 | 001f | 000000000001101 |
| 434   |   0   | 0010 | 001f | 000000000001110 |
| 435   |   0   | 0011 | 001f | 000000000001111 |
| 436   |   0   | 0011 | 001f | 000000000010000 |
| 437   |   0   | 0004 | 001f | 000000000010001 |
| 438   |   0   | 0004 | 001f | 000000000000100 |
| 439   |   0   | 0011 | 001f | 000000000000101 |
| 440   |   0   | 0011 | 0020 | 000000000000110 |
| 441   |   0   | 0064 | 0020 | 000000000000111 |
| 442   |   0   | 0064 | ffbc | 000000000001000 |
| 443   |   0   | 0012 | ffbc | 000000000001001 |
| 444   |   0   | 0012 | ffbc | 000000000001010 |
| 445   |   0   | 0011 | ffbc | 000000000001011 |
| 446   |   0   | 0011 | 0020 | 000000000001100 |
| 447   |   0   | 0010 | 0020 | 000000000001101 |
| 448   |   0   | 0010 | 0020 | 000000000001110 |
| 449   |   0   | 0011 | 0020 | 000000000001111 |
| 450   |   0   | 0011 | 0020 | 000000000010000 |
| 451   |   0   | 0004 | 0020 | 000000000010001 |
| 452   |   0   | 0004 | 0020 | 000000000000100 |
| 453   |   0   | 0011 | 0020 | 000000000000101 |
| 454   |   0   | 0011 | 0021 | 000000000000110 |
| 455   |   0   | 0064 | 0021 | 000000000000111 |
| 456   |   0   | 0064 | ffbd | 000000000001000 |
| 457   |   0   | 0012 | ffbd | 000000000001001 |
| 458   |   0   | 0012 | ffbd | 000000000001010 |
| 459   |   0   | 0011 | ffbd | 000000000001011 |
| 460   |   0   | 0011 | 0021 | 000000000001100 |
| 461   |   0   | 0010 | 0021 | 000000000001101 |
| 462   |   0   | 0010 | 0021 | 000000000001110 |
| 463   |   0   | 0011 | 0021 | 000000000001111 |
| 464   |   0   | 0011 | 0021 | 000000000010000 |
| 465   |   0   | 0004 | 0021 | 000000000010001 |
| 466   |   0   | 0004 | 0021 | 000000000000100 |
| 467   |   0   | 0011 | 0021 | 000000000000101 |
| 468   |   0   | 0011 | 0022 | 000000000000110 |
| 469   |   0   | 0064 | 0022 | 000000000000111 |
| 470   |   0   | 0064 | ffbe | 000000000001000 |
| 471   |   0   | 0012 | ffbe | 000000000001001 |
| 472   |   0   | 0012 | ffbe | 000000000001010 |
| 473   |   0   | 0011 | ffbe | 000000000001011 |
| 474   |   0   | 0011 | 0022 | 000000000001100 |
| 475   |   0   | 0010 | 0022 | 000000000001101 |
| 476   |   0   | 0010 | 0022 | 000000000001110 |
| 477   |   0   | 0011 | 0022 | 000000000001111 |
| 478   |   0   | 0011 | 0022 | 000000000010000 |
| 479   |   0   | 0004 | 0022 | 000000000010001 |
| 480   |   0   | 0004 | 0022 | 000000000000100 |
| 481   |   0   | 0011 | 0022 | 000000000000101 |
| 482   |   0   | 0011 | 0023 | 000000000000110 |
| 483   |   0   | 0064 | 0023 | 000000000000111 |
| 484   |   0   | 0064 | ffbf | 000000000001000 |
| 485   |   0   | 0012 | ffbf | 000000000001001 |
| 486   |   0   | 0012 | ffbf | 000000000001010 |
| 487   |   0   | 0011 | ffbf | 000000000001011 |
| 488   |   0   | 0011 | 0023 | 000000000001100 |
| 489   |   0   | 0010 | 0023 | 000000000001101 |
| 490   |   0   | 0010 | 0023 | 000000000001110 |
| 491   |   0   | 0011 | 0023 | 000000000001111 |
| 492   |   0   | 0011 | 0023 | 000000000010000 |
| 493   |   0   | 0004 | 0023 | 000000000010001 |
| 494   |   0   | 0004 | 0023 | 000000000000100 |
| 495   |   0   | 0011 | 0023 | 000000000000101 |
| 496   |   0   | 0011 | 0024 | 000000000000110 |
| 497   |   0   | 0064 | 0024 | 000000000000111 |
| 498   |   0   | 0064 | ffc0 | 000000000001000 |
| 499   |   0   | 0012 | ffc0 | 000000000001001 |
| 500   |   0   | 0012 | ffc0 | 000000000001010 |
